"isin","holder_lei"
"SE3377873408","5299002RAQ8UIG1NFQ40"
"LT2117474048","81560001A6084D9ACA86"
"LT2117474048","529900G39WULAI8ENL22"
"LT2117474048","549300H6H8BAYLUOGZ71"
"LT2117474048","5493008E6EOF5QH4MW05"
"SK9667660187","5299005404YKMA1T4086"
"SK9667660187","549300ZX1OABOSP3K616"
"SK9667660187","549300FDMSUHKT8PXB93"
"SK9667660187","529900H9AT7W54KGHF30"
"DK4040337491","21380039PDICI7H5EV76"
"DK4040337491","549300HE1YLI2F7GWC55"
"DK4040337491","5299001S0UX9P9NSG675"
"DK4040337491","529900MVM385SYIIJA64"
"SE7310334684","549300CGLRBLXD8PLZ18"
"SE7310334684","529900GP2VK1XGLGOE50"
"SE7310334684","635400IRTPCASED1XH42"
"SE7310334684","31570020000000002796"
"BE3728902839","529900UK1NI11U9GYA54"
"BE3728902839","529900NU19Y3EQLWRP08"
"BE3728902839","529900046FVSVFC80V70"
"BE3728902839","529900R54FIEI2HXHH86"
"SI5377904039","635400IRTPCASED1XH42"
"SI5377904039","549300HIODNR3LRHFF34"
"SI5377904039","213800CGWUEIX6ZHBX50"
"SI5377904039","5299002FS7MWCAJFYW17"
"UA8169162843","529900CYRSQHASADDO34"
"UA8169162843","529900Z48II4883DZ728"
"UA8169162843","5299007T6TSDKGOZT139"
"UA8169162843","529900JA77IQLWAUIY31"
"ES9057416557","81560007E889FA36A917"
"ES9057416557","254900BU7YAMM7MTXB84"
"ES9057416557","549300UJUJ65LGFB2O06"
"ES9057416557","5299000OKM8HRXP2ZL53"
"IS1683819390","549300FWRDT5UDU8HR60"
"IS1683819390","529900G4O4VLOG0B5168"
"IS1683819390","529900TUYK8SFCHQ3076"
"IS1683819390","549300X2FSMEMXGKF151"
"BE1774635402","529900WYFA4QVEYXU932"
"BE1774635402","9KVDYMLZGG8ZN3RMPY41"
"BE1774635402","5299005C3ALN0FW10R56"
"BE1774635402","529900AXUGQC7E2M7N91"
"IT1230018305","549300MD5X41UEQSKN80"
"IT1230018305","529900OZFVACL1HL5L86"
"IT1230018305","549300XM19CFWDDX8D65"
"IT1230018305","529900MG2JE2D71CMV60"
"FI3280215407","5299003BH0JNNF824478"
"FI3280215407","529900PJJFVT0F724I14"
"FI3280215407","635400IRTPCASED1XH42"
"FI3280215407","5299007QILH2588Y8Z31"
"NL6365689873","549300GXQR5UIJFUTW31"
"NL6365689873","529900Q3QYV322RCXV42"
"NL6365689873","213800CF4E69O3XA2112"
"NL6365689873","5299001R4A9Z0RY8HJ59"
"NL8133154852","2138006HP23N8GYS9Q88"
"NL8133154852","529900582CZR3DANMR96"
"NL8133154852","PRNXTNXHBI0TSY1V8P17"
"NL8133154852","529900EHFBA8MNCV8M81"
"ES2613664245","549300L2WXROIO4RYU97"
"ES2613664245","549300IZVFHOWFWNNK55"
"ES2613664245","529900EXEXHRQZ2OMZ10"
"ES2613664245","549300VVBIRW6VQJLS82"
"LT4082497969","529900WRA1S3K1QMPB44"
"LT4082497969","8156002AD3004B9EC878"
"LT4082497969","549300Z5TZK5XDBGWS98"
"LT4082497969","549300BSNZQC1S096092"
"NO5641715463","5299001M8IZ7PBJR1Y18"
"NO5641715463","5493005JKMAVFLPESA69"
"NO5641715463","529900VE4DGRT7DYCV17"
"NO5641715463","529900A766VIVHCZI298"
"NL7223571904","8156002B929020A90676"
"NL7223571904","8156008BFE3F29A7B591"
"NL7223571904","5493006CQEEGKM6L5T06"
"NL7223571904","5493004QI6E3PJNCEB09"
"EE8772144091","529900S8GVBA9SFCOD21"
"EE8772144091","213800FPW6PZSY8BIM85"
"EE8772144091","529900WZLAKGNSOHOW26"
"EE8772144091","81560075E90A817C8F48"
"LU2291144232","529900E7W7M9W46YY476"
"LU2291144232","213800FPW6PZSY8BIM85"
"LU2291144232","5493004WTHSS6OWNHE94"
"LU2291144232","529900IUZNMH9ABKN916"
"CA1612510447","5299003A4YELZSL89054"
"CA1612510447","5493003P67INGS2MFT98"
"CA1612510447","549300HU3DF6UVK2PT12"
"CA1612510447","98450076FE4A83A4F419"
"LV2302029435","5299005LMBRRMUC6RE06"
"LV2302029435","549300WVLFJHD8I4GY79"
"LV2302029435","529900K911JOYFNMOV10"
"LV2302029435","529900C3CVON40JOYH55"
"BG4740819170","5493006GEIBUF7U0CX27"
"BG4740819170","529900X1YMA4ZKYHTN40"
"BG4740819170","2138002IYWR6DJRFCR82"
"BG4740819170","5493007UJW4N82PLDU29"
"PT7283276699","529900SWYVP0QMM8S558"
"PT7283276699","5493002PWZF94U45O726"
"PT7283276699","549300SWJ4YK4LLNT176"
"PT7283276699","21380012EA5RD6HRXS79"
"LU8706219369","52990009UNDL8B1ACI35"
"LU8706219369","5299009C18DLOVA63Y86"
"LU8706219369","549300EF9ZLCS32PSN92"
"LU8706219369","5299000FVVZY394D6H21"
"HU2270131477","529900NWNZBC49AB6198"
"HU2270131477","81560058D9F02B0FCD27"
"HU2270131477","5299006B34ANR1HH4Z58"
"HU2270131477","529900MFF1MAR76ZVV77"
"PL6881754439","529900SWPDY3ZOZ2RU29"
"PL6881754439","529900F895EWIYOGOY61"
"PL6881754439","529900BPNSDDP4R0HP51"
"PL6881754439","529900NM6WQ3LADCOM74"
"EE7719227939","635400VANUW6PQNPKJ70"
"EE7719227939","549300NKVNJWXBDMWC62"
"EE7719227939","549300JTZWECUOC8CW13"
"EE7719227939","529900M5R358Y7RFZC10"
"AL3727812852","254900T6XL98TQSJJM04"
"AL3727812852","529900D3N8Y9MM5SRE67"
"AL3727812852","549300SIEM0JP6QEKZ04"
"AL3727812852","529900YDIT4SCCP1SY38"
"NO2045366182","549300HN604T6L7YRW35"
"NO2045366182","529900IF2M4HDRF7OY75"
"NO2045366182","529900CFOWM2V62I4634"
"NO2045366182","549300LRI77T5F28OH18"
"PL7348891301","254900DB28E4TYR5ZI32"
"PL7348891301","5299005NAKLU4RTUM275"
"PL7348891301","529900IC1PRZQNIW7P31"
"PL7348891301","5493009N0J5CNP5J5347"
"CY8781578948","2138002IYWR6DJRFCR82"
"CY8781578948","529900D2TH67S7B53Y34"
"CY8781578948","8156008BFE3F29A7B591"
"CY8781578948","529900RODWQNN1GDC463"
"UA6884196564","529900UGZL7PHL4KTV29"
"UA6884196564","529900FGTUG6XHFKKL25"
"UA6884196564","549300ZYVRX9U4H2G182"
"UA6884196564","5299000Q61YII5IIPF54"
"BE6998093456","549300IIH01NSEG1DK07"
"BE6998093456","5493008J0KRP28TPF798"
"BE6998093456","529900HID1ZVXU8NT789"
"BE6998093456","529900V89SIJN7DOX349"
"HU2883785178","213800TYDH1M7T796R14"
"HU2883785178","635400MNLW6ZCQNKAJ81"
"HU2883785178","529900JDQCI0C5WDB796"
"HU2883785178","894500MQIC6HSO5CA924"
"AT4242619917","21380056OKZR5M1PTT56"
"AT4242619917","097900BHF50000076475"
"AT4242619917","52990070XL8QPES0SM31"
"AT4242619917","529900XFKQNG0IW8H047"
"PL9673191974","529900DLES7P1TCYPM83"
"PL9673191974","52990016W975JPQ70O29"
"PL9673191974","529900XFKQNG0IW8H047"
"PL9673191974","529900IAWC89VMVDWH58"
"AL4091504330","529900BXGKZA0NQ00X83"
"AL4091504330","549300WZK231NAUFI045"
"AL4091504330","529900876IR1IQJD7Y91"
"AL4091504330","529900S8GVBA9SFCOD21"
"EE2767049761","549300J6YMCJ7SQIN765"
"EE2767049761","549300BJ8K2OKYIY6557"
"EE2767049761","5493003NE3LX8VLUVK24"
"EE2767049761","097900BFBW0000007583"
"MK9071744093","529900VE4DGRT7DYCV17"
"MK9071744093","529900AWZSNTMVWDBE17"
"MK9071744093","5299004NWPDE4L4VC454"
"MK9071744093","5493004SK73IFOXRC732"
"BE2247348700","5493002Z1PPD26D0QT04"
"BE2247348700","529900MX5HGF7REC5221"
"BE2247348700","549300TPJCLC0OHGM008"
"BE2247348700","815600DEDFA352D00E75"
"FI6028769400","529900OWBLLW6WMCRM37"
"FI6028769400","5299000VMYT0UGXVZN87"
"FI6028769400","529900Z8DN19BGSE6V76"
"FI6028769400","213800MQ6DXRNJ395137"
"LT4522028310","529900TJTZEIUCN4BN62"
"LT4522028310","5493002I3S7TGKYK0P44"
"LT4522028310","529900WYFA4QVEYXU932"
"LT4522028310","529900MLL87I71PDEL46"
"PL7892077505","529900YR10F8TOMFTR35"
"PL7892077505","549300P1LHUDFRM6G143"
"PL7892077505","5299005GOY3TFCTOQB47"
"PL7892077505","5493004DRENYD68POX17"
"GB9651041534","8156002AD3004B9EC878"
"GB9651041534","549300SWZPWJ6VCGG628"
"GB9651041534","529900CKC4TXHVRKX638"
"GB9651041534","549300M15VIRFQT7RG91"
"IT7196784181","549300Z5N7CQSDUVWP11"
"IT7196784181","213800AV41W7VFZ1D131"
"IT7196784181","2138007MRI6ND89YY940"
"IT7196784181","549300101YTPRIMUGT82"
"MT5571486642","529900K911JOYFNMOV10"
"MT5571486642","529900FIASFWYG4LDJ94"
"MT5571486642","529900K4SIZHA5HDEF79"
"MT5571486642","54930051L749LLNOVE73"
"CZ4834874778","54930051L749LLNOVE73"
"CZ4834874778","549300FB5QF8WKFR3051"
"CZ4834874778","529900IDIVPXHQ72XG19"
"CZ4834874778","81560007E889FA36A917"
"ES8048792204","549300GF4NZMYB9VP153"
"ES8048792204","52990029WD1ZK9LGZ890"
"ES8048792204","5299001GRQUZADRADN70"
"ES8048792204","213800VWNVQTFDNC6D33"
"ES5133772851","529900VPJF35O5YAHQ53"
"ES5133772851","894500NNGR0CC5PBBG65"
"ES5133772851","747800D0K28ITZ1G2898"
"ES5133772851","549300IO7A3COKZLY481"
"LV4831126468","5299009KLCHHVQ1C0648"
"LV4831126468","529900U6IYYUDUULIX86"
"LV4831126468","5299003BH0JNNF824478"
"LV4831126468","549300JD5QZGA037DM65"
"DK3232795962","549300ZU652SN9WBFV30"
"DK3232795962","549300TCEMHQ8ZPOQN53"
"DK3232795962","529900NU19Y3EQLWRP08"
"DK3232795962","549300EPNF8GU8VMJJ26"
"CY1880628019","254900RGIHNSOOTM0L46"
"CY1880628019","529900XFN4E5DO3EOC30"
"CY1880628019","5299006JRU7A099F8949"
"CY1880628019","529900BPNSDDP4R0HP51"
"PL6458935384","529900CI6MHV0H675228"
"PL6458935384","635400SCBVV58JBVY513"
"PL6458935384","5299001GRQUZADRADN70"
"PL6458935384","529900PWIXRQXV72NZ40"
"CZ5529813345","635400SCBVV58JBVY513"
"CZ5529813345","8156005D1B85D22FF777"
"CZ5529813345","529900FBJKI4DP1JRG14"
"CZ5529813345","529900LK05HKEZ736735"
"SI9127458416","8156002B929020A90676"
"SI9127458416","549300FCWICHOEZ1NI68"
"SI9127458416","529900H9ABDZ8XIMMV92"
"SI9127458416","5493001SAW5Z3K2QZW55"
"HR5034152828","549300MXEAL7IIGFC661"
"HR5034152828","549300XBRBK4EN2W1S73"
"HR5034152828","5299007CCQ08GGNCO102"
"HR5034152828","2138009I1PA8O8COMX38"
"AT5005644062","213800SHXQDJL238HV25"
"AT5005644062","529900T860I1EGF4AB55"
"AT5005644062","5493004WTHSS6OWNHE94"
"AT5005644062","529900TLQ4DI9HXIAP49"
"LT2970145077","549300CR9TBLZ3CGBS13"
"LT2970145077","5299003PHX37VW6Q3M45"
"LT2970145077","5299000Q61YII5IIPF54"
"LT2970145077","529900I2AF2XKBZP9N53"
"IS6325320932","254900I5KDSB46XL7O09"
"IS6325320932","529900ITRKF4INUOKY17"
"IS6325320932","097900BFBW0000007680"
"IS6325320932","529900ED9KS8PXXGV873"
"EE5375982179","529900WMBOJTFWCJ6Z71"
"EE5375982179","529900WE0D9FIB4EQI28"
"EE5375982179","213800CGWUEIX6ZHBX50"
"EE5375982179","52990043Y7PWJD1G2108"
"BY3232204147","5299005XTWXW51FR9A63"
"BY3232204147","635400QXP44PVCL1QZ57"
"BY3232204147","549300JLJFNLXMFJTI97"
"BY3232204147","7D9EHZL14BBPJWTN6S08"
"EE3402424775","549300OO89TODXM8FJ80"
"EE3402424775","52990049XYR8QSPL1M94"
"EE3402424775","549300UJWEUFNYXPJ620"
"EE3402424775","529900ED9KS8PXXGV873"
"FI3582812960","5299006FEUM0TNPY9T06"
"FI3582812960","549300CI13TTRZSRJV34"
"FI3582812960","5299003A4YELZSL89054"
"FI3582812960","549300YKE0DE3IU74762"
"IT6055399578","549300IP7H46C3FB8404"
"IT6055399578","5299002NC6XQ4TP2EC59"
"IT6055399578","52990052XWX10DKD6820"
"IT6055399578","5299009JK8LPHBPN5394"
"BG5650698435","5493000G3CNQTWPBZA31"
"BG5650698435","529900OB9X1DTXJ7MD63"
"BG5650698435","529900FGTUG6XHFKKL25"
"BG5650698435","529900TZ36JMEVRLVK72"
"FR3182624411","52990043Y7PWJD1G2108"
"FR3182624411","8156002AD3004B9EC878"
"FR3182624411","529900YJWHCL9N49X722"
"FR3182624411","815600812B9FCEADA322"
"IE2963656397","5493008J0KRP28TPF798"
"IE2963656397","635400VANUW6PQNPKJ70"
"IE2963656397","52990052Q1R965JND538"
"IE2963656397","52990062TWNTBB4FZ290"
"SK3261026854","5493001V0ITTX5DZPE20"
"SK3261026854","549300U68K8MD40UXJ91"
"SK3261026854","549300Z2ZATO1VJZGF48"
"SK3261026854","529900HKHMFSRNLP3M76"
"CH9937932529","635400C7L8C5RGY8VK81"
"CH9937932529","549300PTK3ZQ3QOOL487"
"CH9937932529","549300ZHFZ4CSK7VS460"
"CH9937932529","549300AQRUHYWYR0T637"
"HU6294759421","5299007T18XBURKJ1V64"
"HU6294759421","529900BXGKZA0NQ00X83"
"HU6294759421","5299002SRAEOQQ5YMZ55"
"HU6294759421","549300J7H1RQ24SIZ225"
"RS3737471992","529900TDVWJDF9M5TS35"
"RS3737471992","81560075E90A817C8F48"
"RS3737471992","5299005MQKIBQ14EIJ38"
"RS3737471992","529900UOHCIHB2SSXV67"
"SI5319059037","5493002J445FKF3T3Q63"
"SI5319059037","549300EF9ZLCS32PSN92"
"SI5319059037","549300CR9TBLZ3CGBS13"
"SI5319059037","549300ZYVRX9U4H2G182"
"MK4581377575","549300P1LHUDFRM6G143"
"MK4581377575","815600F2507D2B946442"
"MK4581377575","529900V89SIJN7DOX349"
"MK4581377575","635400PSMCTBZD9XNS47"
"IS8662846840","5299007XMJKIQYA1QE53"
"IS8662846840","529900JBPP7HAVCM8C23"
"IS8662846840","529900M56WPQOQL4H945"
"IS8662846840","5299001S0UX9P9NSG675"
"CZ2031631405","3157008BMI50FMDD1E91"
"CZ2031631405","5493006CQEEGKM6L5T06"
"CZ2031631405","5493007UJW4N82PLDU29"
"CZ2031631405","529900URNIC26XVVO413"
"SK5628387825","5299005GOY3TFCTOQB47"
"SK5628387825","5493005WOBFWIL4QR777"
"SK5628387825","5493007IW5N37IKRPM32"
"SK5628387825","529900BXGKZA0NQ00X83"
"BE2282315807","529900KMVAGFZ68CEJ78"
"BE2282315807","529900EKOYG8BTTOMR05"
"BE2282315807","81560007E889FA36A917"
"BE2282315807","529900MWGOF8PJ3ROR27"
"HU1217520219","789000XDPJFDGEU86P31"
"HU1217520219","529900UPLYF0ICC0OI44"
"HU1217520219","54930018UN596IHLRW36"
"HU1217520219","529900UUPS52ZOCZKF69"
"IS1063405436","529900598KUP7JQ9R531"
"IS1063405436","529900SGNVLFY9Z13205"
"IS1063405436","254900S9AEZAZ2VRM856"
"IS1063405436","52990028YYXNOY4VCL59"
"IS8186799193","5299005XTWXW51FR9A63"
"IS8186799193","747800C0J0M91UBENZ19"
"IS8186799193","81560095E5C286EA9562"
"IS8186799193","529900KDBN16PCQCI732"
"AL9487309653","5299009T3KWOCYE8BD14"
"AL9487309653","529900PLMCWKG4WW7813"
"AL9487309653","5493003M451YU8YSEC41"
"AL9487309653","5493000SL9LZZ6YZPU12"
"RS8139101225","Y28RT6GGYJ696PMW8T44"
"RS8139101225","529900NZ1KGWVI8KQN57"
"RS8139101225","222100D7KSQ22ZVMKM20"
"RS8139101225","529900WZLAKGNSOHOW26"
"ES1281555700","529900WZLAKGNSOHOW26"
"ES1281555700","8156002B929020A90676"
"ES1281555700","529900J30GWJRSJWJL27"
"ES1281555700","222100D7KSQ22ZVMKM20"
"NL7047251650","529900CAH1061V56SZ46"
"NL7047251650","25490037X9QDKOC13793"
"NL7047251650","529900H4B2BYOHCXQT18"
"NL7047251650","549300KRHG5GM7DXKE41"
"EE1062812614","529900ZJSEYT72X34K26"
"EE1062812614","549300Y47GPQA88GE404"
"EE1062812614","2138003TJQDD92C95M54"
"EE1062812614","549300GJHKOASCB86D81"
"MK4018051732","213800F9OEEORKQ71V30"
"MK4018051732","549300AQRUHYWYR0T637"
"MK4018051732","549300VVTM0BODUHZQ37"
"MK4018051732","529900ED9KS8PXXGV873"
"AL6659677850","5299007CQ7QQYFIVNV49"
"AL6659677850","52990056GII2U9W13P53"
"AL6659677850","5299009C18DLOVA63Y86"
"AL6659677850","549300DIVO0BXH2SBY91"
"ES3630978612","549300Z5TZK5XDBGWS98"
"ES3630978612","5493005GWX2HVMZNEO34"
"ES3630978612","549300Z8PET0HZ1GOT63"
"ES3630978612","529900VPPWZDVWS03302"
"HU6049096005","529900AXUGQC7E2M7N91"
"HU6049096005","529900UCQCQZKSK22F41"
"HU6049096005","529900J5LZ8NSD1NDD83"
"HU6049096005","529900BY5GL0ZQFGXT09"
"NL4769626580","549300ZX1OABOSP3K616"
"NL4769626580","529900UHDAFWQ87PM255"
"NL4769626580","5493001V0ITTX5DZPE20"
"NL4769626580","5299007T6TSDKGOZT139"
"RS8685650766","529900S3CB25TCZKIM51"
"RS8685650766","529900RORFAT7O737L93"
"RS8685650766","5493005X008R6A2PKW88"
"RS8685650766","54930043FXZFYBFAFR66"
"ES1592909516","5493003M451YU8YSEC41"
"ES1592909516","213800SHXQDJL238HV25"
"ES1592909516","635400KXBJFOZCXLPP05"
"ES1592909516","549300FYWDCTXXZQJQ90"
"RS3381884024","529900A7Z0V6PFMTJP60"
"RS3381884024","529900HNH6UOOF40A490"
"RS3381884024","529900WE0D9FIB4EQI28"
"RS3381884024","529900Y6FEIUGQNZ1D55"
"EE5004546880","3157007C98ILJK5ST356"
"EE5004546880","529900Q4GO8QFCSYWC20"
"EE5004546880","5299001N6TTST53P3690"
"EE5004546880","8156005D1B85D22FF777"
"BG3601775211","54930041LANR8OLEDY41"
"BG3601775211","529900MVM385SYIIJA64"
"BG3601775211","549300TPFN3KKJB11W19"
"BG3601775211","549300THBBC51SW1XC62"
"CH7737886729","5299004IV5BVRG272A28"
"CH7737886729","549300HU3DF6UVK2PT12"
"CH7737886729","5493003UBWGSYIWIWI94"
"CH7737886729","529900BQ4I6Y9MVYB541"
"PT9689547711","549300J8JZ4ZGOH93H22"
"PT9689547711","549300Z8PET0HZ1GOT63"
"PT9689547711","549300IIH01NSEG1DK07"
"PT9689547711","5299003L7YAXHP6Z7T75"
"NO3213314142","529900H0Z3LEX11CQJ52"
"NO3213314142","529900LK05HKEZ736735"
"NO3213314142","5493005JKMAVFLPESA69"
"NO3213314142","74780000A0SH8DY34831"
"FI9518291809","52990067TXFDXKPELT70"
"FI9518291809","254900ZO3PU05KI42S82"
"FI9518291809","529900UGZL7PHL4KTV29"
"FI9518291809","5493008RYEFDBTXMVF44"
"EE8264059907","549300Y47GPQA88GE404"
"EE8264059907","213800TYDH1M7T796R14"
"EE8264059907","529900TG4CYRYQDR5865"
"EE8264059907","529900DGSQR7P9L7FM63"
"EE6420490520","529900046FVSVFC80V70"
"EE6420490520","5493004NRK1XLI2A3K89"
"EE6420490520","5299000NIGT14YW8ZD26"
"EE6420490520","98450076FE4A83A4F419"
"SK6682019988","9KVDYMLZGG8ZN3RMPY41"
"SK6682019988","529900H9ABDZ8XIMMV92"
"SK6682019988","529900IZCOKCTPEKN750"
"SK6682019988","213800FPW6PZSY8BIM85"
"PL9221372378","529900CI6MHV0H675228"
"PL9221372378","CZ83K4EEEX8QVCT3B128"
"PL9221372378","213800BYTX3ODD8TVN91"
"PL9221372378","549300JI2FC7PGJHP860"
"GR2633658996","549300HZPMLS59IYHW02"
"GR2633658996","2138005ADNXRIGY4SY85"
"GR2633658996","549300BJ8K2OKYIY6557"
"GR2633658996","529900B15CRV4CIEWN19"
"CA2450444875","254900BJQU6FV8FPQ152"
"CA2450444875","529900DAUNIPA0EBPB86"
"CA2450444875","5299007QWTE1LDFAS287"
"CA2450444875","549300G81RQKP7XW2N18"
"GB6204861364","5493003T9FC00681FQ76"
"GB6204861364","635400QSJSOFZJC94O05"
"GB6204861364","529900AO1T2EBC9HUC17"
"GB6204861364","549300R4FNKEIE8UY208"
"GR2240526537","5493007TAZ38XZ6CIE61"
"GR2240526537","529900KVU8W2OYJERL94"
"GR2240526537","549300HIODNR3LRHFF34"
"GR2240526537","529900TRRKOG3M46JN80"
"GR9535494689","549300UJWEUFNYXPJ620"
"GR9535494689","529900BPNSDDP4R0HP51"
"GR9535494689","529900Y6FEIUGQNZ1D55"
"GR9535494689","5299005XTWXW51FR9A63"
"BY5836386241","5299002YWHBSBV9P4B18"
"BY5836386241","529900H4B2BYOHCXQT18"
"BY5836386241","529900YHRPQXXQ333M09"
"BY5836386241","5493004SK73IFOXRC732"
"MT8655849162","213800TIAIHOYOOSDJ79"
"MT8655849162","529900CKC4TXHVRKX638"
"MT8655849162","549300FFQECOEXLSUZ76"
"MT8655849162","529900QGJ9AHLS3PJ393"
"MK4373071024","529900JA77IQLWAUIY31"
"MK4373071024","529900A7Z0V6PFMTJP60"
"MK4373071024","529900RE3U5ROGOTXH62"
"MK4373071024","5299000VMYT0UGXVZN87"
"BE7475533950","529900Y3O6X652Z2AN33"
"BE7475533950","5299002X77REUXF48O72"
"BE7475533950","529900YZU9XKSWD2CJ83"
"BE7475533950","549300HWTESJD1V4UZ21"
"RS4343401543","5299007CCQ08GGNCO102"
"RS4343401543","529900SOB5CXRQN8QG83"
"RS4343401543","549300JDEB2OPC0A5F18"
"RS4343401543","529900E4BFYIPRTO6Z06"
"GB4183226745","549300R357WFIUHYXQ97"
"GB4183226745","529900ZTL0PT4VP94P73"
"GB4183226745","529900FIASFWYG4LDJ94"
"GB4183226745","549300IZVFHOWFWNNK55"
"MK2195170350","5493006LHHR4CLPX4Q79"
"MK2195170350","5493004NKTUXS10HUX68"
"MK2195170350","5299007OX9HAC1QNPW69"
"MK2195170350","549300MYFXTPIIXSNK50"
"RO6123661221","5493003NE3LX8VLUVK24"
"RO6123661221","529900S1A96YDD1JGH51"
"RO6123661221","5299002YWHBSBV9P4B18"
"RO6123661221","529900R6B2KGUI1XI539"
"MK5261608604","54930051L749LLNOVE73"
"MK5261608604","74780000A0SH8DY34831"
"MK5261608604","529900JDQCI0C5WDB796"
"MK5261608604","549300U0U0LWGZBKVE61"
"IE5543742360","529900WMBOJTFWCJ6Z71"
"IE5543742360","529900QCKZM6WSIFQN07"
"IE5543742360","5493009N0J5CNP5J5347"
"IE5543742360","52990056GII2U9W13P53"
"HR7363083317","529900YNWHYCU679WE23"
"HR7363083317","5299006REQ8XX4M6LQ29"
"HR7363083317","549300UBZRP8XMNLA119"
"HR7363083317","529900WOBKOYZGX93J24"
"HR5824920747","8156004EEAF599C9DB95"
"HR5824920747","549300VV2BJHZ64PGL39"
"HR5824920747","213800AV41W7VFZ1D131"
"HR5824920747","5299005MQKIBQ14EIJ38"
"LU3244994994","5299003A4YELZSL89054"
"LU3244994994","5299000NIGT14YW8ZD26"
"LU3244994994","549300G9QZ08PUODV127"
"LU3244994994","529900OISRX6SR0HJP68"
"MK2843810494","5493008EK06BBQGICG76"
"MK2843810494","549300NKVNJWXBDMWC62"
"MK2843810494","529900NVM7Z04DA3LO24"
"MK2843810494","2549008YU9EOMHFUA249"
"DK3543509517","549300M7R6X5LJOH0491"
"DK3543509517","529900YQT7RAMTQ59G63"
"DK3543509517","5493005FXRVEIG8SRV35"
"DK3543509517","52990043Y7PWJD1G2108"
"NO5499577839","529900BXGKZA0NQ00X83"
"NO5499577839","529900D4ER03Z4NCGT13"
"NO5499577839","529900O5U0HI73M27T05"
"NO5499577839","529900BOQX6DDSGN9X64"
"SE5960384459","529900TG4CYRYQDR5865"
"SE5960384459","31570020000000002796"
"SE5960384459","254900FT4XJ2MNNHOV07"
"SE5960384459","5299009C18DLOVA63Y86"
"IT7186361818","5493005CZJH1DM3UY563"
"IT7186361818","5493005ZCW4U9X373Y29"
"IT7186361818","5299007CCQ08GGNCO102"
"IT7186361818","529900IDIVPXHQ72XG19"
"LV3936934628","549300BVIWZN69JE8P07"
"LV3936934628","529900IDIVPXHQ72XG19"
"LV3936934628","549300FYWDCTXXZQJQ90"
"LV3936934628","5493005JKMAVFLPESA69"
"LT7472451680","529900R6B2KGUI1XI539"
"LT7472451680","5299002R6SW0HHWT3W09"
"LT7472451680","549300BVIWZN69JE8P07"
"LT7472451680","69940091F7K5NX5HXF05"
"IS2087290380","529900TJTZEIUCN4BN62"
"IS2087290380","52990007MC5RPMUF1R85"
"IS2087290380","52990062TWNTBB4FZ290"
"IS2087290380","529900ANJHT613JW8B30"
"SI5177706670","635400PSMCTBZD9XNS47"
"SI5177706670","529900DM9MKEQU4TQH74"
"SI5177706670","529900EXN20KY0ZUFI54"
"SI5177706670","529900DLWFR8HK7DR278"
"IT4512812963","529900RO45LRDMWLRI57"
"IT4512812963","549300VWGK6VDYE07K51"
"IT4512812963","529900DLWFR8HK7DR278"
"IT4512812963","254900ZV4OHO6HVJQQ25"
"HR5783406866","529900ZS8OVPXKLRNF83"
"HR5783406866","529900VPJF35O5YAHQ53"
"HR5783406866","254900DB28E4TYR5ZI32"
"HR5783406866","549300F5MGXJMIQJJT30"
"EE7661550205","549300YFQIZT24ZPT137"
"EE7661550205","549300LWRLCM6PDOWT06"
"EE7661550205","529900U28ZJDY22FJA32"
"EE7661550205","5493001420Q57WID6217"
"LU2837810126","81560075E90A817C8F48"
"LU2837810126","549300SWJ4YK4LLNT176"
"LU2837810126","529900M5R358Y7RFZC10"
"LU2837810126","549300BDVRZX5RFNPT16"
"PT8988489097","529900W3X0FP5PHQGK42"
"PT8988489097","529900U7SG8ULFKPU928"
"PT8988489097","549300HDJQDQ3E23HQ29"
"PT8988489097","529900NS3GMIJVLSH116"
"RS1339326935","529900CFOWM2V62I4634"
"RS1339326935","54930086Q1B3FHI81N04"
"RS1339326935","213800IPN2AVTPFEY722"
"RS1339326935","549300CGLRBLXD8PLZ18"
"IE1576540608","529900G39WULAI8ENL22"
"IE1576540608","529900NZEAS6DR7N9T89"
"IE1576540608","529900K871A6JWHK6Z45"
"IE1576540608","549300EEZD541NHWO738"
"BE4333562370","549300Y5DWNPH2EAYP47"
"BE4333562370","549300OE23SIZ7E43C78"
"BE4333562370","5299004NWPDE4L4VC454"
"BE4333562370","549300M7R6X5LJOH0491"
"LU8962563813","V48XYRSNOB3HY0J4NK61"
"LU8962563813","549300HDJQDQ3E23HQ29"
"LU8962563813","5493004UXU8N4332KP68"
"LU8962563813","549300TCEMHQ8ZPOQN53"
"FI9828952473","549300M7Z0QGKMRGQI27"
"FI9828952473","5299001GRQUZADRADN70"
"FI9828952473","254900DJEPG1R3YK9J68"
"FI9828952473","549300J8JZ4ZGOH93H22"
"SI1272897477","254900ZV4OHO6HVJQQ25"
"SI1272897477","5299008YCNQ2ZCL7NQ13"
"SI1272897477","529900WMBOJTFWCJ6Z71"
"SI1272897477","5299000FVVZY394D6H21"
"LU7685200810","89450081GZZ43QTYMN88"
"LU7685200810","5299008G1E4GFZR3QL53"
"LU7685200810","254900MHTFH65CWFJP42"
"LU7685200810","5299000FVVZY394D6H21"
"GB6627443900","529900TZ36JMEVRLVK72"
"GB6627443900","54930051L749LLNOVE73"
"GB6627443900","529900M2KOAB3OD3C406"
